message_id,channel_name,image_category,confidence_score
22763,Lobelia,other,0.0
22764,Lobelia,product_display,0.9044639468193054
22765,Lobelia,other,0.0
22766,Lobelia,other,0.2554706931114197
22767,Lobelia,product_display,0.5707799792289734
22768,Lobelia,lifestyle,0.6241411566734314
22769,Lobelia,lifestyle,0.6789199113845825
22770,Lobelia,other,0.0
22771,Lobelia,other,0.0
22772,Lobelia,product_display,0.807584285736084
22773,Lobelia,other,0.3583032786846161
22774,Lobelia,other,0.0
22775,Lobelia,other,0.0
22776,Lobelia,other,0.0
22777,Lobelia,other,0.0
22778,Lobelia,other,0.0
22779,Lobelia,other,0.5860733389854431
22780,Lobelia,other,0.0
22781,Lobelia,other,0.0
22782,Lobelia,other,0.0
22783,Lobelia,other,0.0
22784,Lobelia,lifestyle,0.2874716818332672
22785,Lobelia,other,0.293721079826355
22786,Lobelia,other,0.0
22787,Lobelia,other,0.5860733389854431
22788,Lobelia,other,0.0
22789,Lobelia,product_display,0.9156717658042908
22790,Lobelia,product_display,0.8690326809883118
22791,Lobelia,other,0.46346771717071533
22792,Lobelia,other,0.0
22793,Lobelia,product_display,0.8699764609336853
22794,Lobelia,product_display,0.4841199517250061
22795,Lobelia,product_display,0.655238926410675
22796,Lobelia,product_display,0.8551762104034424
22797,Lobelia,other,0.3222518265247345
22798,Lobelia,other,0.25304096937179565
22799,Lobelia,product_display,0.5016950964927673
22800,Lobelia,other,0.0
22801,Lobelia,other,0.0
22802,Lobelia,other,0.0
22803,Lobelia,other,0.0
22804,Lobelia,product_display,0.7991389632225037
22805,Lobelia,other,0.0
22806,Lobelia,product_display,0.269523561000824
22807,Lobelia,product_display,0.9407469630241394
22808,Lobelia,other,0.0
22809,Lobelia,other,0.0
22810,Lobelia,other,0.0
22811,Lobelia,other,0.0
22812,Lobelia,other,0.0
22813,Lobelia,other,0.0
22814,Lobelia,product_display,0.28025051951408386
22815,Lobelia,product_display,0.579177737236023
22816,Lobelia,product_display,0.42221423983573914
22817,Lobelia,product_display,0.9407609105110168
22818,Lobelia,product_display,0.9543538093566895
22819,Lobelia,product_display,0.8416873812675476
22820,Lobelia,product_display,0.735706627368927
22821,Lobelia,product_display,0.9070143103599548
22822,Lobelia,other,0.0
22823,Lobelia,other,0.0
22824,Lobelia,product_display,0.9318895936012268
22825,Lobelia,other,0.0
22826,Lobelia,product_display,0.5707799792289734
22827,Lobelia,product_display,0.5016950964927673
22828,Lobelia,product_display,0.47455230355262756
22829,Lobelia,other,0.0
22830,Lobelia,other,0.0
22831,Lobelia,product_display,0.2755943238735199
22832,Lobelia,other,0.0
22833,Lobelia,other,0.0
22834,Lobelia,product_display,0.5191170573234558
22835,Lobelia,other,0.0
22836,Lobelia,other,0.31957945227622986
22837,Lobelia,other,0.0
22838,Lobelia,other,0.0
22839,Lobelia,product_display,0.9044639468193054
22840,Lobelia,promotional,0.790038526058197
22841,Lobelia,other,0.0
22842,Lobelia,product_display,0.7326334714889526
22843,Lobelia,product_display,0.3064361810684204
22844,Lobelia,promotional,0.790038526058197
22845,Lobelia,other,0.0
22846,Lobelia,lifestyle,0.45732709765434265
22847,Lobelia,product_display,0.8006815314292908
22848,Lobelia,lifestyle,0.5967605113983154
22849,Lobelia,other,0.0
22850,Lobelia,other,0.0
22851,Lobelia,product_display,0.5879682898521423
22852,Lobelia,other,0.0
22853,Lobelia,other,0.0
22854,Lobelia,other,0.0
22855,Lobelia,other,0.0
22856,Lobelia,other,0.0
22857,Lobelia,product_display,0.5016950964927673
22858,Lobelia,other,0.0
22859,Lobelia,product_display,0.579177737236023
22860,Lobelia,product_display,0.3847781717777252
22861,Lobelia,lifestyle,0.5967605113983154
22862,Lobelia,product_display,0.9318895936012268
22863,Lobelia,product_display,0.9044639468193054
22864,Lobelia,other,0.2931026518344879
22865,Lobelia,product_display,0.7241195440292358
22866,Lobelia,other,0.0
22867,Lobelia,other,0.27538084983825684
22868,Lobelia,product_display,0.28025051951408386
22869,Lobelia,other,0.0
22870,Lobelia,product_display,0.5707799792289734
22871,Lobelia,product_display,0.35020017623901367
22872,Lobelia,product_display,0.9156717658042908
22873,Lobelia,product_display,0.8690326809883118
22874,Lobelia,other,0.46346771717071533
22875,Lobelia,other,0.0
22876,Lobelia,product_display,0.5707799792289734
22877,Lobelia,other,0.0
22878,Lobelia,other,0.0
22879,Lobelia,lifestyle,0.6241411566734314
22880,Lobelia,other,0.0
22881,Lobelia,other,0.0
22882,Lobelia,product_display,0.8308453559875488
22883,Lobelia,other,0.0
22884,Lobelia,other,0.3179363012313843
22885,Lobelia,other,0.0
22886,Lobelia,other,0.0
22887,Lobelia,other,0.0
22888,Lobelia,other,0.0
22889,Lobelia,product_display,0.8699764609336853
22890,Lobelia,product_display,0.4841199517250061
22891,Lobelia,product_display,0.5879682898521423
22892,Lobelia,other,0.2554706931114197
22893,Lobelia,lifestyle,0.6241411566734314
22894,Lobelia,lifestyle,0.6789199113845825
22895,Lobelia,other,0.0
22896,Lobelia,product_display,0.655238926410675
22897,Lobelia,product_display,0.8551762104034424
22898,Lobelia,other,0.3222518265247345
22899,Lobelia,other,0.25304096937179565
22900,Lobelia,other,0.0
22901,Lobelia,product_display,0.5191170573234558
22902,Lobelia,other,0.0
22903,Lobelia,other,0.0
22904,Lobelia,product_display,0.5879682898521423
22905,Lobelia,other,0.0
22906,Lobelia,other,0.0
22907,Lobelia,other,0.4816800355911255
22908,Lobelia,product_display,0.6904138922691345
22909,Lobelia,other,0.2554706931114197
22910,Lobelia,other,0.0
22911,Lobelia,product_display,0.5707799792289734
22912,Lobelia,other,0.0
22913,Lobelia,other,0.0
22914,Lobelia,product_display,0.5016950964927673
22915,Lobelia,other,0.31957945227622986
22916,Lobelia,lifestyle,0.6241411566734314
22917,Lobelia,lifestyle,0.6789199113845825
22918,Lobelia,other,0.2700817584991455
22919,Lobelia,other,0.5485910773277283
22920,Lobelia,product_display,0.901940643787384
22921,Lobelia,product_display,0.8162502646446228
22922,Lobelia,product_display,0.35074251890182495
22923,Lobelia,other,0.0
22924,Lobelia,other,0.0
22925,Lobelia,other,0.0
22926,Lobelia,other,0.0
22927,Lobelia,other,0.0
22928,Lobelia,product_display,0.8699764609336853
22929,Lobelia,product_display,0.4841199517250061
22930,Lobelia,other,0.2554706931114197
22931,Lobelia,lifestyle,0.6241411566734314
22932,Lobelia,other,0.0
22933,Lobelia,other,0.0
22934,Lobelia,product_display,0.5879682898521423
22935,Lobelia,other,0.0
22936,Lobelia,other,0.4816800355911255
22937,Lobelia,product_display,0.6904138922691345
22938,Lobelia,other,0.0
22939,Lobelia,other,0.2700817584991455
379,Med_In_Ethiopia,lifestyle,0.6142858862876892
380,Med_In_Ethiopia,lifestyle,0.5522716045379639
381,Med_In_Ethiopia,lifestyle,0.3664252460002899
382,Med_In_Ethiopia,lifestyle,0.5188742876052856
383,Med_In_Ethiopia,lifestyle,0.30108121037483215
384,Med_In_Ethiopia,lifestyle,0.8245894908905029
385,Med_In_Ethiopia,other,0.0
386,Med_In_Ethiopia,lifestyle,0.7557459473609924
387,Med_In_Ethiopia,other,0.0
388,Med_In_Ethiopia,lifestyle,0.8960495591163635
389,Med_In_Ethiopia,lifestyle,0.88975590467453
390,Med_In_Ethiopia,lifestyle,0.8538233041763306
392,Med_In_Ethiopia,lifestyle,0.5765625834465027
393,Med_In_Ethiopia,other,0.0
394,Med_In_Ethiopia,other,0.0
395,Med_In_Ethiopia,other,0.0
396,Med_In_Ethiopia,lifestyle,0.44563063979148865
397,Med_In_Ethiopia,other,0.30726930499076843
398,Med_In_Ethiopia,other,0.0
399,Med_In_Ethiopia,other,0.4428604543209076
400,Med_In_Ethiopia,lifestyle,0.6261715888977051
401,Med_In_Ethiopia,other,0.2884065508842468
403,Med_In_Ethiopia,other,0.0
404,Med_In_Ethiopia,other,0.49606800079345703
405,Med_In_Ethiopia,lifestyle,0.9543643593788147
406,Med_In_Ethiopia,lifestyle,0.8794147372245789
408,Med_In_Ethiopia,lifestyle,0.7930150032043457
410,Med_In_Ethiopia,lifestyle,0.7579414248466492
411,Med_In_Ethiopia,lifestyle,0.8506781458854675
412,Med_In_Ethiopia,lifestyle,0.9409275650978088
413,Med_In_Ethiopia,lifestyle,0.928462028503418
414,Med_In_Ethiopia,lifestyle,0.9253091216087341
415,Med_In_Ethiopia,lifestyle,0.9146285653114319
416,Med_In_Ethiopia,lifestyle,0.876693069934845
417,Med_In_Ethiopia,lifestyle,0.933508574962616
418,Med_In_Ethiopia,lifestyle,0.9434517621994019
419,Med_In_Ethiopia,lifestyle,0.9349325895309448
420,Med_In_Ethiopia,other,0.0
421,Med_In_Ethiopia,other,0.0
422,Med_In_Ethiopia,lifestyle,0.5957725644111633
423,Med_In_Ethiopia,lifestyle,0.9374265074729919
424,Med_In_Ethiopia,lifestyle,0.9293377995491028
425,Med_In_Ethiopia,lifestyle,0.9295950531959534
426,Med_In_Ethiopia,lifestyle,0.8771260380744934
427,Med_In_Ethiopia,lifestyle,0.9225425124168396
428,Med_In_Ethiopia,lifestyle,0.7698849439620972
432,Med_In_Ethiopia,lifestyle,0.9543537497520447
433,Med_In_Ethiopia,lifestyle,0.938497006893158
434,Med_In_Ethiopia,lifestyle,0.9105051755905151
435,Med_In_Ethiopia,lifestyle,0.9170012474060059
436,Med_In_Ethiopia,lifestyle,0.928859293460846
437,Med_In_Ethiopia,lifestyle,0.8872897624969482
438,Med_In_Ethiopia,promotional,0.9215314984321594
440,Med_In_Ethiopia,lifestyle,0.6571821570396423
443,Med_In_Ethiopia,lifestyle,0.9225396513938904
444,Med_In_Ethiopia,lifestyle,0.9291985034942627
445,Med_In_Ethiopia,lifestyle,0.9123076796531677
446,Med_In_Ethiopia,lifestyle,0.90227210521698
447,Med_In_Ethiopia,lifestyle,0.5194055438041687
448,Med_In_Ethiopia,lifestyle,0.9250819683074951
449,Med_In_Ethiopia,other,0.0
450,Med_In_Ethiopia,lifestyle,0.8992990255355835
451,Med_In_Ethiopia,lifestyle,0.9146613478660583
453,Med_In_Ethiopia,lifestyle,0.9046681523323059
454,Med_In_Ethiopia,lifestyle,0.9136810302734375
455,Med_In_Ethiopia,lifestyle,0.925708532333374
456,Med_In_Ethiopia,lifestyle,0.7818939089775085
457,Med_In_Ethiopia,lifestyle,0.9340285062789917
458,Med_In_Ethiopia,lifestyle,0.7595208287239075
459,Med_In_Ethiopia,lifestyle,0.6571821570396423
460,Med_In_Ethiopia,lifestyle,0.9224884510040283
461,Med_In_Ethiopia,lifestyle,0.9193854331970215
462,Med_In_Ethiopia,lifestyle,0.8111668229103088
464,Med_In_Ethiopia,other,0.0
465,Med_In_Ethiopia,lifestyle,0.9033759236335754
466,Med_In_Ethiopia,lifestyle,0.9345177412033081
467,Med_In_Ethiopia,lifestyle,0.9066935181617737
468,Med_In_Ethiopia,lifestyle,0.8182072043418884
469,Med_In_Ethiopia,lifestyle,0.9362338781356812
470,Med_In_Ethiopia,lifestyle,0.893466591835022
471,Med_In_Ethiopia,other,0.4428604543209076
472,Med_In_Ethiopia,lifestyle,0.923270046710968
473,Med_In_Ethiopia,lifestyle,0.904637336730957
475,Med_In_Ethiopia,lifestyle,0.6638519167900085
476,Med_In_Ethiopia,lifestyle,0.9306454062461853
477,Med_In_Ethiopia,lifestyle,0.9433525800704956
478,Med_In_Ethiopia,lifestyle,0.8811501264572144
479,Med_In_Ethiopia,lifestyle,0.8702941536903381
480,Med_In_Ethiopia,lifestyle,0.9241778254508972
481,Med_In_Ethiopia,lifestyle,0.9223699569702148
482,Med_In_Ethiopia,lifestyle,0.8680925965309143
483,Med_In_Ethiopia,lifestyle,0.8659960031509399
485,Med_In_Ethiopia,lifestyle,0.9174912571907043
486,Med_In_Ethiopia,lifestyle,0.931670069694519
487,Med_In_Ethiopia,lifestyle,0.9131349325180054
488,Med_In_Ethiopia,lifestyle,0.9323306679725647
489,Med_In_Ethiopia,lifestyle,0.9089921712875366
490,Med_In_Ethiopia,lifestyle,0.5708573460578918
492,Med_In_Ethiopia,other,0.0
493,Med_In_Ethiopia,lifestyle,0.9340565800666809
494,Med_In_Ethiopia,lifestyle,0.8559308052062988
495,Med_In_Ethiopia,other,0.0
496,Med_In_Ethiopia,lifestyle,0.9317481517791748
497,Med_In_Ethiopia,lifestyle,0.9221959710121155
498,Med_In_Ethiopia,lifestyle,0.9370334148406982
499,Med_In_Ethiopia,lifestyle,0.8348861336708069
500,Med_In_Ethiopia,lifestyle,0.9275749921798706
502,Med_In_Ethiopia,lifestyle,0.9223164319992065
503,Med_In_Ethiopia,lifestyle,0.9197916984558105
504,Med_In_Ethiopia,lifestyle,0.9114642143249512
505,Med_In_Ethiopia,lifestyle,0.9354521036148071
506,Med_In_Ethiopia,lifestyle,0.9007392525672913
508,Med_In_Ethiopia,promotional,0.8984807729721069
509,Med_In_Ethiopia,lifestyle,0.8701374530792236
512,Med_In_Ethiopia,other,0.5874590277671814
513,Med_In_Ethiopia,lifestyle,0.9329501390457153
514,Med_In_Ethiopia,lifestyle,0.905068039894104
515,Med_In_Ethiopia,lifestyle,0.8451052904129028
516,Med_In_Ethiopia,promotional,0.9337300062179565
517,Med_In_Ethiopia,lifestyle,0.9303138256072998
518,Med_In_Ethiopia,lifestyle,0.8029193878173828
519,Med_In_Ethiopia,lifestyle,0.9359211325645447
521,Med_In_Ethiopia,lifestyle,0.8825474977493286
522,Med_In_Ethiopia,lifestyle,0.847561776638031
523,Med_In_Ethiopia,lifestyle,0.8656014204025269
524,Med_In_Ethiopia,lifestyle,0.9382721185684204
525,Med_In_Ethiopia,lifestyle,0.8810077905654907
526,Med_In_Ethiopia,lifestyle,0.8189647197723389
527,Med_In_Ethiopia,lifestyle,0.8498017191886902
528,Med_In_Ethiopia,lifestyle,0.9080632328987122
529,Med_In_Ethiopia,lifestyle,0.7792729139328003
530,Med_In_Ethiopia,lifestyle,0.8451052904129028
532,Med_In_Ethiopia,lifestyle,0.9241778254508972
533,Med_In_Ethiopia,lifestyle,0.926337718963623
534,Med_In_Ethiopia,lifestyle,0.8117752075195312
535,Med_In_Ethiopia,lifestyle,0.6270186305046082
536,Med_In_Ethiopia,lifestyle,0.8559308052062988
537,Med_In_Ethiopia,lifestyle,0.9080632328987122
538,Med_In_Ethiopia,lifestyle,0.9069074392318726
539,Med_In_Ethiopia,lifestyle,0.9370334148406982
540,Med_In_Ethiopia,lifestyle,0.8810077905654907
541,Med_In_Ethiopia,lifestyle,0.7792729139328003
542,Med_In_Ethiopia,lifestyle,0.8822468519210815
543,Med_In_Ethiopia,lifestyle,0.7341756224632263
545,Med_In_Ethiopia,lifestyle,0.9069074392318726
546,Med_In_Ethiopia,lifestyle,0.9172458648681641
547,Med_In_Ethiopia,lifestyle,0.9073452949523926
548,Med_In_Ethiopia,lifestyle,0.6280555725097656
549,Med_In_Ethiopia,lifestyle,0.8296859860420227
550,Med_In_Ethiopia,lifestyle,0.9356856346130371
551,Med_In_Ethiopia,lifestyle,0.9263858199119568
552,Med_In_Ethiopia,lifestyle,0.9382721185684204
553,Med_In_Ethiopia,lifestyle,0.9315352439880371
554,Med_In_Ethiopia,lifestyle,0.904637336730957
555,Med_In_Ethiopia,lifestyle,0.6280555725097656
557,Med_In_Ethiopia,lifestyle,0.8895788788795471
558,Med_In_Ethiopia,lifestyle,0.6624687314033508
559,Med_In_Ethiopia,lifestyle,0.8231615424156189
560,Med_In_Ethiopia,lifestyle,0.9336085319519043
564,Med_In_Ethiopia,lifestyle,0.9018991589546204
565,Med_In_Ethiopia,lifestyle,0.9199516177177429
566,Med_In_Ethiopia,lifestyle,0.794946551322937
567,Med_In_Ethiopia,lifestyle,0.8576900362968445
568,Med_In_Ethiopia,lifestyle,0.8186580538749695
569,Med_In_Ethiopia,lifestyle,0.589125394821167
571,Med_In_Ethiopia,lifestyle,0.9284360408782959
573,Med_In_Ethiopia,lifestyle,0.8498017191886902
574,Med_In_Ethiopia,lifestyle,0.8358703851699829
575,Med_In_Ethiopia,lifestyle,0.9343699216842651
578,Med_In_Ethiopia,lifestyle,0.7524043321609497
579,Med_In_Ethiopia,lifestyle,0.6705278158187866
581,Med_In_Ethiopia,lifestyle,0.7840822339057922
582,Med_In_Ethiopia,promotional,0.935390055179596
583,Med_In_Ethiopia,lifestyle,0.5904091000556946
584,Med_In_Ethiopia,lifestyle,0.9123172163963318
585,Med_In_Ethiopia,other,0.0
587,Med_In_Ethiopia,lifestyle,0.9285592436790466
588,Med_In_Ethiopia,lifestyle,0.7698047161102295
589,Med_In_Ethiopia,lifestyle,0.8704656958580017
591,Med_In_Ethiopia,lifestyle,0.534284234046936
592,Med_In_Ethiopia,lifestyle,0.8137374520301819
593,Med_In_Ethiopia,lifestyle,0.911734938621521
594,Med_In_Ethiopia,lifestyle,0.7589810490608215
596,Med_In_Ethiopia,lifestyle,0.9242647290229797
597,Med_In_Ethiopia,lifestyle,0.589125394821167
598,Med_In_Ethiopia,lifestyle,0.8296859860420227
599,Med_In_Ethiopia,lifestyle,0.8339495658874512
600,Med_In_Ethiopia,lifestyle,0.798862874507904
601,Med_In_Ethiopia,lifestyle,0.8597785830497742
604,Med_In_Ethiopia,lifestyle,0.817391037940979
606,Med_In_Ethiopia,lifestyle,0.9175662398338318
607,Med_In_Ethiopia,lifestyle,0.6074035167694092
608,Med_In_Ethiopia,lifestyle,0.6547269225120544
609,Med_In_Ethiopia,lifestyle,0.9310631155967712
611,Med_In_Ethiopia,lifestyle,0.8944047689437866
612,Med_In_Ethiopia,lifestyle,0.8785054683685303
613,Med_In_Ethiopia,lifestyle,0.534284234046936
614,Med_In_Ethiopia,lifestyle,0.7719599604606628
615,Med_In_Ethiopia,lifestyle,0.8520334362983704
617,Med_In_Ethiopia,lifestyle,0.9315352439880371
618,Med_In_Ethiopia,lifestyle,0.7513678073883057
619,Med_In_Ethiopia,lifestyle,0.4888935685157776
621,Med_In_Ethiopia,lifestyle,0.8999914526939392
622,Med_In_Ethiopia,lifestyle,0.7164179682731628
623,Med_In_Ethiopia,lifestyle,0.5586338043212891
624,Med_In_Ethiopia,lifestyle,0.8608266711235046
628,Med_In_Ethiopia,lifestyle,0.9107155203819275
629,Med_In_Ethiopia,lifestyle,0.9237738251686096
630,Med_In_Ethiopia,lifestyle,0.8928694725036621
632,Med_In_Ethiopia,lifestyle,0.9054404497146606
633,Med_In_Ethiopia,lifestyle,0.9166429042816162
634,Med_In_Ethiopia,lifestyle,0.5984432697296143
636,Med_In_Ethiopia,lifestyle,0.8219814896583557
637,Med_In_Ethiopia,lifestyle,0.8196680545806885
638,Med_In_Ethiopia,lifestyle,0.5454073548316956
639,Med_In_Ethiopia,lifestyle,0.8651658296585083
641,Med_In_Ethiopia,lifestyle,0.793276309967041
642,Med_In_Ethiopia,lifestyle,0.7977816462516785
643,Med_In_Ethiopia,lifestyle,0.913159191608429
644,Med_In_Ethiopia,lifestyle,0.8717060685157776
646,Med_In_Ethiopia,lifestyle,0.6553943157196045
647,Med_In_Ethiopia,lifestyle,0.8678988814353943
648,Med_In_Ethiopia,lifestyle,0.8039702773094177
649,Med_In_Ethiopia,lifestyle,0.9290146231651306
650,Med_In_Ethiopia,lifestyle,0.9025830030441284
651,Med_In_Ethiopia,lifestyle,0.5642760992050171
652,Med_In_Ethiopia,lifestyle,0.8574433922767639
653,Med_In_Ethiopia,promotional,0.604579508304596
654,Med_In_Ethiopia,lifestyle,0.8918889760971069
655,Med_In_Ethiopia,lifestyle,0.9108549356460571
656,Med_In_Ethiopia,lifestyle,0.9060408473014832
659,Med_In_Ethiopia,lifestyle,0.8334174752235413
660,Med_In_Ethiopia,lifestyle,0.9002730250358582
661,Med_In_Ethiopia,other,0.0
662,Med_In_Ethiopia,other,0.0
663,Med_In_Ethiopia,other,0.0
664,Med_In_Ethiopia,other,0.0
665,Med_In_Ethiopia,lifestyle,0.756458580493927
666,Med_In_Ethiopia,lifestyle,0.9272968173027039
667,Med_In_Ethiopia,lifestyle,0.8444616198539734
669,Med_In_Ethiopia,lifestyle,0.7491053938865662
670,Med_In_Ethiopia,lifestyle,0.9300711154937744
671,Med_In_Ethiopia,lifestyle,0.9223164319992065
672,Med_In_Ethiopia,lifestyle,0.9300110936164856
673,Med_In_Ethiopia,lifestyle,0.9099363684654236
674,Med_In_Ethiopia,lifestyle,0.6858007311820984
675,Med_In_Ethiopia,lifestyle,0.9149523377418518
676,Med_In_Ethiopia,promotional,0.604579508304596
678,Med_In_Ethiopia,lifestyle,0.9418267607688904
